log_id,timestamp,shard_id,config_version,player_count,server_fps,interaction_delay_ms,is_server_crash
LOG_307345,2025-11-15 20:10:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,242,12.14,553.32,0
LOG_881016,2025-11-15 20:10:00,shard_asia_east_1,Static_Mesh_V1,377,1.0,2235.93,0
LOG_148411,2025-11-15 20:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,395,1.0,2264.24,0
LOG_291186,2025-11-15 20:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,514,1.0,2481.77,0
LOG_833985,2025-11-15 20:15:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,280,6.01,2049.33,1
LOG_468049,2025-11-15 20:20:00,shard_us_east_1,Dynamic_Mesh_V2_Test,437,1.0,2399.57,0
LOG_402309,2025-11-15 20:20:00,shard_eu_central_1,Static_Mesh_V1,545,1.0,2587.6,0
LOG_938561,2025-11-15 20:20:00,shard_asia_east_1,Static_Mesh_V1,386,1.0,2331.03,0
LOG_412573,2025-11-15 20:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,352,1.0,2206.56,1
LOG_500790,2025-11-15 20:25:00,shard_eu_central_1,Static_Mesh_V1,362,1.0,2240.15,0
LOG_411816,2025-11-15 20:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,395,1.0,2263.32,0
LOG_761099,2025-11-15 20:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,491,1.0,2567.6,0
LOG_383773,2025-11-15 20:30:00,shard_eu_central_1,Static_Mesh_V1,268,8.54,2059.77,0
LOG_738107,2025-11-15 20:30:00,shard_asia_east_1,Static_Mesh_V1,340,2.52,2243.98,0
LOG_583316,2025-11-15 20:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,233,11.59,341.34,0
LOG_797999,2025-11-15 20:35:00,shard_eu_central_1,Static_Mesh_V1,327,6.01,2124.91,1
LOG_701583,2025-11-15 20:35:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,311,3.69,2225.4,0
LOG_639323,2025-11-15 20:40:00,shard_us_east_1,Static_Mesh_V1,262,6.06,2098.87,0
LOG_774763,2025-11-15 20:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,539,1.0,2516.05,0
LOG_776661,2025-11-15 20:40:00,shard_asia_east_1,Static_Mesh_V1,557,1.0,2647.95,1
LOG_134354,2025-11-15 20:45:00,shard_us_east_1,Static_Mesh_V1,339,1.65,2169.98,0
LOG_959994,2025-11-15 20:45:00,shard_eu_central_1,Static_Mesh_V1,424,1.0,2391.97,1
LOG_161708,2025-11-15 20:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,319,6.17,2153.66,1
LOG_220800,2025-11-15 20:50:00,shard_us_east_1,Static_Mesh_V1,451,1.0,2346.42,0
LOG_659047,2025-11-15 20:50:00,shard_eu_central_1,Static_Mesh_V1,397,1.0,2215.61,1
LOG_651290,2025-11-15 20:50:00,shard_asia_east_1,Static_Mesh_V1,426,1.0,2260.0,0
LOG_472563,2025-11-15 20:55:00,shard_us_east_1,Static_Mesh_V1,397,1.0,2300.15,0
LOG_592275,2025-11-15 20:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,391,1.0,2293.64,0
LOG_912157,2025-11-15 20:55:00,shard_asia_east_1,Static_Mesh_V1,343,1.0,2245.73,0
LOG_371783,2025-11-15 21:00:00,shard_us_east_1,Static_Mesh_V1,471,1.0,2453.45,0
LOG_678540,2025-11-15 21:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,480,1.0,2505.2,0
LOG_400942,2025-11-15 21:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,377,1.21,2270.04,1
LOG_410030,2025-11-15 21:05:00,shard_us_east_1,Static_Mesh_V1,414,1.0,2342.35,0
LOG_854165,2025-11-15 21:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,337,1.0,2133.23,0
LOG_891704,2025-11-15 21:05:00,shard_asia_east_1,Static_Mesh_V1,320,7.58,2206.57,0
LOG_848090,2025-11-15 21:10:00,shard_us_east_1,Static_Mesh_V1,544,1.0,2591.56,0
LOG_445173,2025-11-15 21:10:00,shard_eu_central_1,Static_Mesh_V1,302,3.44,2058.09,0
LOG_649099,2025-11-15 21:10:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,492,1.0,2537.42,0
LOG_147642,2025-11-15 21:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,445,1.0,2316.03,0
LOG_387916,2025-11-15 21:15:00,shard_eu_central_1,Static_Mesh_V1,494,1.0,2439.33,0
LOG_771934,2025-11-15 21:15:00,shard_asia_east_1,Static_Mesh_V1,475,1.0,2438.63,0
LOG_471090,2025-11-15 21:20:00,shard_us_east_1,Dynamic_Mesh_V2_Test,338,1.0,2278.49,0
LOG_721408,2025-11-15 21:20:00,shard_eu_central_1,Static_Mesh_V1,400,1.0,2260.46,0
LOG_875868,2025-11-15 21:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,341,3.75,2114.52,0
LOG_337542,2025-11-15 21:25:00,shard_us_east_1,Static_Mesh_V1,368,1.0,2241.57,0
LOG_163161,2025-11-15 21:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,386,1.0,2306.64,1
LOG_482839,2025-11-15 21:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,455,1.0,2395.79,0
LOG_794897,2025-11-15 21:30:00,shard_us_east_1,Static_Mesh_V1,489,1.0,2409.36,0
LOG_606820,2025-11-15 21:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,426,1.0,2354.35,0
LOG_465072,2025-11-15 21:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,542,1.0,2542.28,0
LOG_656599,2025-11-15 21:35:00,shard_us_east_1,Static_Mesh_V1,457,1.0,2382.36,0
LOG_263833,2025-11-15 21:35:00,shard_eu_central_1,Static_Mesh_V1,444,1.0,2376.2,1
LOG_338644,2025-11-15 21:35:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,455,1.0,2423.34,0
LOG_112314,2025-11-15 21:40:00,shard_us_east_1,Static_Mesh_V1,374,1.0,2241.81,0
LOG_551736,2025-11-15 21:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,434,1.0,2358.87,0
LOG_551303,2025-11-15 21:40:00,shard_asia_east_1,Static_Mesh_V1,325,2.85,2109.45,0
LOG_310145,2025-11-15 21:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,316,4.18,2142.64,1
LOG_343831,2025-11-15 21:45:00,shard_eu_central_1,Static_Mesh_V1,458,1.0,2436.4,0
LOG_110405,2025-11-15 21:45:00,shard_asia_east_1,Static_Mesh_V1,441,1.0,2340.72,0
LOG_985010,2025-11-15 21:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,411,1.0,2322.36,0
LOG_797561,2025-11-15 21:50:00,shard_eu_central_1,Static_Mesh_V1,243,10.07,596.63,0
LOG_296008,2025-11-15 21:50:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,372,1.0,2262.67,0
LOG_480422,2025-11-15 21:55:00,shard_us_east_1,Static_Mesh_V1,423,1.0,2283.11,0
LOG_541961,2025-11-15 21:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,454,1.0,2400.89,0
LOG_165756,2025-11-15 21:55:00,shard_asia_east_1,Static_Mesh_V1,425,1.0,2393.62,0
LOG_500446,2025-11-15 22:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,314,5.47,2124.77,0
LOG_403216,2025-11-15 22:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,405,1.0,2302.49,0
LOG_222731,2025-11-15 22:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,489,1.0,2422.02,0
LOG_250981,2025-11-15 22:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,370,1.0,2301.46,0
LOG_457736,2025-11-15 22:05:00,shard_eu_central_1,Static_Mesh_V1,445,1.0,2514.26,1
LOG_711955,2025-11-15 22:05:00,shard_asia_east_1,Static_Mesh_V1,419,1.0,2330.41,0
LOG_739138,2025-11-15 22:10:00,shard_us_east_1,Static_Mesh_V1,440,1.0,2440.91,0
LOG_461636,2025-11-15 22:10:00,shard_eu_central_1,Static_Mesh_V1,479,1.0,2442.25,0
LOG_798777,2025-11-15 22:10:00,shard_asia_east_1,Static_Mesh_V1,357,1.0,2260.66,1
LOG_771593,2025-11-15 22:15:00,shard_us_east_1,Static_Mesh_V1,383,1.0,2338.63,0
LOG_159051,2025-11-15 22:15:00,shard_eu_central_1,Static_Mesh_V1,331,1.0,2154.98,0
LOG_813190,2025-11-15 22:15:00,shard_asia_east_1,Static_Mesh_V1,423,1.0,2413.61,0
LOG_325411,2025-11-15 22:20:00,shard_us_east_1,Static_Mesh_V1,431,1.0,2290.2,0
LOG_804776,2025-11-15 22:20:00,shard_eu_central_1,Static_Mesh_V1,301,5.48,1995.37,0
LOG_908297,2025-11-15 22:20:00,shard_asia_east_1,Static_Mesh_V1,475,1.0,2612.15,0
LOG_864634,2025-11-15 22:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,573,1.0,2640.68,0
LOG_151647,2025-11-15 22:25:00,shard_eu_central_1,Static_Mesh_V1,474,1.0,2366.1,0
LOG_404403,2025-11-15 22:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,266,6.59,2061.14,1
LOG_782757,2025-11-15 22:30:00,shard_us_east_1,Static_Mesh_V1,437,1.0,2314.02,0
LOG_311313,2025-11-15 22:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,226,12.88,410.59,0
LOG_316224,2025-11-15 22:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,248,9.62,2035.66,0
LOG_421931,2025-11-15 22:35:00,shard_us_east_1,Static_Mesh_V1,390,1.0,2272.03,0
LOG_310299,2025-11-15 22:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,372,1.0,2208.27,0
LOG_215983,2025-11-15 22:35:00,shard_asia_east_1,Static_Mesh_V1,439,1.0,2386.4,0
LOG_339929,2025-11-15 22:40:00,shard_us_east_1,Static_Mesh_V1,325,2.55,2041.15,1
LOG_290531,2025-11-15 22:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,413,1.0,2252.29,0
LOG_689293,2025-11-15 22:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,356,1.0,2274.64,0
LOG_880315,2025-11-15 22:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,366,1.0,2133.55,0
LOG_133783,2025-11-15 22:45:00,shard_eu_central_1,Static_Mesh_V1,407,1.0,2327.87,0
LOG_964353,2025-11-15 22:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,398,1.0,2295.45,1
LOG_938270,2025-11-15 22:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,339,3.4,2189.29,0
LOG_217524,2025-11-15 22:50:00,shard_eu_central_1,Static_Mesh_V1,401,1.0,2367.18,1
LOG_227239,2025-11-15 22:50:00,shard_asia_east_1,Static_Mesh_V1,449,1.0,2448.09,0
LOG_978420,2025-11-15 22:55:00,shard_us_east_1,Static_Mesh_V1,362,1.0,2186.01,0
LOG_591334,2025-11-15 22:55:00,shard_eu_central_1,Static_Mesh_V1,267,8.69,1942.44,0
LOG_677383,2025-11-15 22:55:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,307,1.0,2109.7,0
LOG_928907,2025-11-15 23:00:00,shard_us_east_1,Static_Mesh_V1,138,17.85,223.87,0
LOG_101819,2025-11-15 23:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,62,25.76,96.47,0
LOG_500731,2025-11-15 23:00:00,shard_asia_east_1,Static_Mesh_V1,173,13.81,355.05,0
LOG_595337,2025-11-15 23:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,247,10.59,473.38,0
LOG_690942,2025-11-15 23:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,169,15.44,338.39,0
LOG_957416,2025-11-15 23:05:00,shard_asia_east_1,Static_Mesh_V1,125,19.25,260.6,0
LOG_688993,2025-11-15 23:10:00,shard_us_east_1,Static_Mesh_V1,75,21.72,80.57,0
LOG_727714,2025-11-15 23:10:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,29,25.15,65.97,0
LOG_836905,2025-11-15 23:10:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,83,24.11,167.74,0
LOG_175793,2025-11-15 23:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,2,30.0,44.54,0
LOG_687600,2025-11-15 23:15:00,shard_eu_central_1,Static_Mesh_V1,75,24.59,107.18,0
LOG_363676,2025-11-15 23:15:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,157,14.39,224.34,0
LOG_516259,2025-11-15 23:20:00,shard_us_east_1,Static_Mesh_V1,121,19.67,222.12,0
LOG_810514,2025-11-15 23:20:00,shard_eu_central_1,Static_Mesh_V1,61,24.12,135.46,0
LOG_254881,2025-11-15 23:20:00,shard_asia_east_1,Static_Mesh_V1,146,18.2,258.49,0
LOG_451741,2025-11-15 23:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,237,7.9,1998.38,0
LOG_546177,2025-11-15 23:25:00,shard_eu_central_1,Static_Mesh_V1,238,11.13,465.87,0
LOG_189177,2025-11-15 23:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,110,22.91,148.85,0
LOG_746239,2025-11-15 23:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,77,22.79,215.88,0
LOG_382441,2025-11-15 23:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,178,13.23,340.48,0
LOG_662731,2025-11-15 23:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,103,20.0,254.94,0
LOG_327255,2025-11-15 23:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,47,29.3,135.41,0
LOG_760020,2025-11-15 23:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,231,9.82,1954.5,0
LOG_867306,2025-11-15 23:35:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,42,25.45,108.68,0
LOG_571676,2025-11-15 23:40:00,shard_us_east_1,Static_Mesh_V1,247,7.2,1975.72,1
LOG_339079,2025-11-15 23:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,138,15.71,305.57,0
LOG_340094,2025-11-15 23:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,95,21.69,167.4,0
LOG_787039,2025-11-15 23:45:00,shard_us_east_1,Static_Mesh_V1,90,22.49,169.22,0
LOG_342044,2025-11-15 23:45:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,122,18.38,259.98,0
LOG_176624,2025-11-15 23:45:00,shard_asia_east_1,Static_Mesh_V1,274,7.45,2097.81,0
LOG_937701,2025-11-15 23:50:00,shard_us_east_1,Static_Mesh_V1,45,26.57,35.13,0
LOG_927425,2025-11-15 23:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,39,25.27,137.59,0
LOG_713623,2025-11-15 23:50:00,shard_asia_east_1,Static_Mesh_V1,221,12.07,365.36,0
LOG_186258,2025-11-15 23:55:00,shard_us_east_1,Dynamic_Mesh_V2_Test,135,19.35,278.78,0
LOG_670601,2025-11-15 23:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,11,27.3,18.8,0
LOG_917198,2025-11-15 23:55:00,shard_asia_east_1,Static_Mesh_V1,190,9.77,1871.89,0
LOG_559171,2025-11-16 00:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,160,18.37,354.64,0
LOG_830982,2025-11-16 00:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,193,12.32,290.6,0
LOG_113222,2025-11-16 00:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,120,22.0,309.67,0
LOG_904761,2025-11-16 00:05:00,shard_us_east_1,Static_Mesh_V1,203,13.94,424.98,0
LOG_337659,2025-11-16 00:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,108,20.74,299.45,0
LOG_271328,2025-11-16 00:05:00,shard_asia_east_1,Static_Mesh_V1,79,26.65,141.9,0
LOG_241923,2025-11-16 00:10:00,shard_us_east_1,Dynamic_Mesh_V2_Test,249,6.44,2027.3,0
LOG_197948,2025-11-16 00:10:00,shard_eu_central_1,Static_Mesh_V1,94,19.34,198.93,0
LOG_946380,2025-11-16 00:10:00,shard_asia_east_1,Static_Mesh_V1,225,9.56,1875.05,0
LOG_414749,2025-11-16 00:15:00,shard_us_east_1,Static_Mesh_V1,143,17.91,313.42,0
LOG_439912,2025-11-16 00:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,221,11.46,534.78,0
LOG_947716,2025-11-16 00:15:00,shard_asia_east_1,Static_Mesh_V1,166,15.47,251.42,0
LOG_671929,2025-11-16 00:20:00,shard_us_east_1,Dynamic_Mesh_V2_Test,130,18.49,308.02,0
LOG_202240,2025-11-16 00:20:00,shard_eu_central_1,Static_Mesh_V1,184,12.31,376.61,0
LOG_134531,2025-11-16 00:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,200,16.39,444.38,0
LOG_714372,2025-11-16 00:25:00,shard_us_east_1,Static_Mesh_V1,207,12.87,433.42,0
LOG_694090,2025-11-16 00:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,243,7.08,1968.53,0
LOG_951198,2025-11-16 00:25:00,shard_asia_east_1,Static_Mesh_V1,92,23.09,245.51,0
LOG_618836,2025-11-16 00:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,105,16.47,189.39,0
LOG_367002,2025-11-16 00:30:00,shard_eu_central_1,Static_Mesh_V1,218,12.91,457.41,0
LOG_335871,2025-11-16 00:30:00,shard_asia_east_1,Static_Mesh_V1,129,16.69,283.76,0
LOG_678112,2025-11-16 00:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,87,27.12,202.53,0
LOG_735578,2025-11-16 00:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,106,19.94,207.35,0
LOG_210149,2025-11-16 00:35:00,shard_asia_east_1,Static_Mesh_V1,132,21.23,273.32,0
LOG_731032,2025-11-16 00:40:00,shard_us_east_1,Static_Mesh_V1,95,25.86,192.47,0
LOG_689752,2025-11-16 00:40:00,shard_eu_central_1,Static_Mesh_V1,207,11.53,432.16,0
LOG_305128,2025-11-16 00:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,173,11.8,446.76,0
LOG_785219,2025-11-16 00:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,246,8.71,1936.89,0
LOG_910183,2025-11-16 00:45:00,shard_eu_central_1,Static_Mesh_V1,176,15.51,369.78,0
LOG_772148,2025-11-16 00:45:00,shard_asia_east_1,Static_Mesh_V1,164,17.35,400.37,0
LOG_960930,2025-11-16 00:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,192,11.9,452.13,0
LOG_456055,2025-11-16 00:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,273,13.55,489.83,0
LOG_754858,2025-11-16 00:50:00,shard_asia_east_1,Static_Mesh_V1,168,11.84,363.66,0
LOG_903762,2025-11-16 00:55:00,shard_us_east_1,Static_Mesh_V1,108,24.85,177.27,0
LOG_346637,2025-11-16 00:55:00,shard_eu_central_1,Static_Mesh_V1,23,27.14,-52.77,0
LOG_744456,2025-11-16 00:55:00,shard_asia_east_1,Static_Mesh_V1,206,8.7,1913.42,0
LOG_795675,2025-11-16 01:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,0,29.36,82.17,0
LOG_487149,2025-11-16 01:00:00,shard_eu_central_1,Static_Mesh_V1,177,13.52,352.44,0
LOG_795341,2025-11-16 01:00:00,shard_asia_east_1,Static_Mesh_V1,151,18.36,233.66,0
LOG_794337,2025-11-16 01:05:00,shard_us_east_1,Static_Mesh_V1,194,8.42,1856.51,0
LOG_480014,2025-11-16 01:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,113,21.85,227.13,0
LOG_886223,2025-11-16 01:05:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,44,24.36,97.93,0
LOG_242709,2025-11-16 01:10:00,shard_us_east_1,Dynamic_Mesh_V2_Test,144,16.84,263.96,0
LOG_644801,2025-11-16 01:10:00,shard_eu_central_1,Static_Mesh_V1,202,12.13,399.6,0
LOG_247200,2025-11-16 01:10:00,shard_asia_east_1,Static_Mesh_V1,312,1.15,2031.41,0
LOG_344756,2025-11-16 01:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,208,11.31,400.09,0
LOG_157267,2025-11-16 01:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,91,21.9,261.93,0
LOG_642272,2025-11-16 01:15:00,shard_asia_east_1,Static_Mesh_V1,210,14.22,349.19,0
LOG_740382,2025-11-16 01:20:00,shard_us_east_1,Static_Mesh_V1,63,19.07,85.53,0
LOG_685481,2025-11-16 01:20:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,221,12.62,430.92,0
LOG_855173,2025-11-16 01:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,148,16.29,306.24,0
LOG_683773,2025-11-16 01:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,207,9.52,1928.98,0
LOG_280604,2025-11-16 01:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,219,10.92,473.04,0
LOG_204626,2025-11-16 01:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,361,1.0,2241.67,0
LOG_522044,2025-11-16 01:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,94,22.53,211.01,0
LOG_281051,2025-11-16 01:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,164,14.29,338.32,0
LOG_117733,2025-11-16 01:30:00,shard_asia_east_1,Static_Mesh_V1,259,9.31,2066.1,0
LOG_940160,2025-11-16 01:35:00,shard_us_east_1,Static_Mesh_V1,132,20.5,277.96,0
LOG_391323,2025-11-16 01:35:00,shard_eu_central_1,Static_Mesh_V1,78,24.14,106.42,0
LOG_929780,2025-11-16 01:35:00,shard_asia_east_1,Static_Mesh_V1,102,21.88,218.86,0
LOG_570604,2025-11-16 01:40:00,shard_us_east_1,Dynamic_Mesh_V2_Test,60,27.11,148.6,0
LOG_255955,2025-11-16 01:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,97,18.84,186.75,0
LOG_747750,2025-11-16 01:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,116,20.56,213.84,0
LOG_847985,2025-11-16 01:45:00,shard_us_east_1,Static_Mesh_V1,0,29.22,-15.28,0
LOG_897359,2025-11-16 01:45:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,197,12.19,477.93,0
LOG_802731,2025-11-16 01:45:00,shard_asia_east_1,Static_Mesh_V1,6,30.0,0.78,0
LOG_729120,2025-11-16 01:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,214,12.33,484.98,0
LOG_347098,2025-11-16 01:50:00,shard_eu_central_1,Static_Mesh_V1,120,17.8,311.03,0
LOG_919567,2025-11-16 01:50:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,141,18.69,343.74,0
LOG_394104,2025-11-16 01:55:00,shard_us_east_1,Static_Mesh_V1,72,25.19,114.51,0
LOG_682430,2025-11-16 01:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,140,18.48,204.99,0
LOG_107629,2025-11-16 01:55:00,shard_asia_east_1,Static_Mesh_V1,91,25.12,226.31,0
LOG_476064,2025-11-16 02:00:00,shard_us_east_1,Static_Mesh_V1,145,18.4,275.29,0
LOG_879079,2025-11-16 02:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,251,8.68,2013.59,0
LOG_258940,2025-11-16 02:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,235,8.86,2047.94,0
LOG_654236,2025-11-16 02:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,35,30.0,51.37,0
LOG_115161,2025-11-16 02:05:00,shard_eu_central_1,Static_Mesh_V1,131,15.3,239.26,0
LOG_707538,2025-11-16 02:05:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,72,22.78,137.13,0
LOG_761339,2025-11-16 02:10:00,shard_us_east_1,Static_Mesh_V1,221,12.0,457.38,0
LOG_767525,2025-11-16 02:10:00,shard_eu_central_1,Static_Mesh_V1,67,22.66,223.94,0
LOG_463044,2025-11-16 02:10:00,shard_asia_east_1,Static_Mesh_V1,94,25.48,175.85,0
LOG_293084,2025-11-16 02:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,150,19.64,363.59,0
LOG_838948,2025-11-16 02:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,141,17.47,279.2,0
LOG_323733,2025-11-16 02:15:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,175,17.2,350.21,0
LOG_442820,2025-11-16 02:20:00,shard_us_east_1,Static_Mesh_V1,196,16.94,411.07,0
LOG_211171,2025-11-16 02:20:00,shard_eu_central_1,Static_Mesh_V1,173,12.55,214.46,0
LOG_244613,2025-11-16 02:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,179,14.89,332.26,0
LOG_375105,2025-11-16 02:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,168,15.88,392.39,0
LOG_330605,2025-11-16 02:25:00,shard_eu_central_1,Static_Mesh_V1,156,15.51,361.51,0
LOG_714514,2025-11-16 02:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,133,19.97,242.13,0
LOG_991153,2025-11-16 02:30:00,shard_us_east_1,Static_Mesh_V1,101,21.75,202.64,0
LOG_710075,2025-11-16 02:30:00,shard_eu_central_1,Static_Mesh_V1,185,14.05,278.18,0
LOG_739266,2025-11-16 02:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,117,21.84,219.13,0
LOG_800145,2025-11-16 02:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,131,21.06,226.4,0
LOG_545571,2025-11-16 02:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,34,26.85,43.79,0
LOG_496118,2025-11-16 02:35:00,shard_asia_east_1,Static_Mesh_V1,77,23.23,178.58,0
LOG_215788,2025-11-16 02:40:00,shard_us_east_1,Static_Mesh_V1,149,18.2,388.67,0
LOG_635463,2025-11-16 02:40:00,shard_eu_central_1,Static_Mesh_V1,124,20.22,222.54,0
LOG_774843,2025-11-16 02:40:00,shard_asia_east_1,Static_Mesh_V1,86,21.66,148.06,0
LOG_955634,2025-11-16 02:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,176,20.03,316.2,0
LOG_499539,2025-11-16 02:45:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,118,20.04,255.79,0
LOG_958477,2025-11-16 02:45:00,shard_asia_east_1,Static_Mesh_V1,169,18.48,216.68,0
LOG_838263,2025-11-16 02:50:00,shard_us_east_1,Static_Mesh_V1,0,29.01,54.87,0
LOG_154109,2025-11-16 02:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,32,21.32,92.56,0
LOG_952846,2025-11-16 02:50:00,shard_asia_east_1,Static_Mesh_V1,168,13.82,286.72,0
LOG_743424,2025-11-16 02:55:00,shard_us_east_1,Static_Mesh_V1,77,23.8,122.68,0
LOG_544255,2025-11-16 02:55:00,shard_eu_central_1,Static_Mesh_V1,187,8.71,1831.16,0
LOG_328713,2025-11-16 02:55:00,shard_asia_east_1,Static_Mesh_V1,65,24.07,103.1,0
LOG_205272,2025-11-16 03:00:00,shard_us_east_1,Static_Mesh_V1,209,8.86,1920.27,0
LOG_230283,2025-11-16 03:00:00,shard_eu_central_1,Static_Mesh_V1,191,17.8,357.91,0
LOG_106690,2025-11-16 03:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,174,11.89,228.4,0
LOG_821441,2025-11-16 03:05:00,shard_us_east_1,Static_Mesh_V1,213,12.24,484.93,0
