transaction_id,account_id,timestamp,sku_name,pledge_amount_usd,payment_status
TX_6956630,2237,2025-11-14 21:36:17,Drake Cutter,45,COMPLETED
TX_5234776,3141,2025-11-16 04:27:24,Drake Cutter,45,COMPLETED
TX_3128468,2517,2025-11-16 23:48:18,Drake Cutter,45,COMPLETED
TX_6863359,1092,2025-11-20 15:04:07,C1 Spirit,125,COMPLETED
TX_3910880,3009,2025-11-15 11:41:22,Aegis Idris-P,1500,COMPLETED
TX_1333366,3807,2025-11-18 12:31:29,Anvil Carrack,600,COMPLETED
TX_5948020,2298,2025-11-17 23:23:00,Gatac Syulen,80,COMPLETED
TX_4430872,2653,2025-11-16 20:46:42,C1 Spirit,125,COMPLETED
TX_2208337,3851,2025-11-21 09:18:15,Anvil Carrack,600,COMPLETED
TX_4113388,1938,2025-11-17 02:14:58,Drake Cutter,45,COMPLETED
TX_8515212,1523,2025-11-18 14:53:40,Anvil Carrack,600,COMPLETED
TX_1456764,2989,2025-11-19 13:48:35,Drake Cutter,45,COMPLETED
TX_7763894,4908,2025-11-15 17:06:56,Drake Cutter,45,COMPLETED
TX_1745448,1326,2025-11-21 06:51:36,Anvil Carrack,600,COMPLETED
TX_8088588,1847,2025-11-18 06:18:52,C1 Spirit,125,COMPLETED
TX_6124412,2955,2025-11-19 22:12:40,Drake Cutter,45,COMPLETED
TX_1519663,4183,2025-11-18 02:52:42,Drake Cutter,45,COMPLETED
TX_8037096,2911,2025-11-20 22:26:12,Gatac Syulen,80,COMPLETED
TX_2154350,1022,2025-11-20 15:56:00,Drake Cutter,45,COMPLETED
TX_1972696,1380,2025-11-18 20:59:51,Gatac Syulen,80,COMPLETED
TX_7601498,3317,2025-11-18 07:40:54,Drake Cutter,45,COMPLETED
TX_6103896,1645,2025-11-17 12:15:45,C1 Spirit,125,COMPLETED
TX_5873660,4391,2025-11-14 20:05:13,C1 Spirit,125,COMPLETED
TX_4242160,4198,2025-11-15 18:52:57,Gatac Syulen,80,COMPLETED
TX_9568797,1455,2025-11-17 03:15:23,C1 Spirit,125,COMPLETED
TX_8140740,2058,2025-11-15 14:03:41,C1 Spirit,125,COMPLETED
TX_6328634,1994,2025-11-20 06:58:33,Drake Cutter,45,COMPLETED
TX_6108346,2296,2025-11-21 09:13:46,Drake Cutter,45,COMPLETED
TX_8763512,1074,2025-11-16 23:43:34,C1 Spirit,125,COMPLETED
TX_4937195,4655,2025-11-16 07:31:39,Drake Cutter,45,COMPLETED
TX_3153637,3699,2025-11-19 16:57:40,Gatac Syulen,80,COMPLETED
TX_5505678,3905,2025-11-18 09:22:11,RSI Polaris,750,COMPLETED
TX_5808928,3649,2025-11-21 07:08:23,Drake Cutter,45,COMPLETED
TX_9787646,1100,2025-11-14 19:23:47,Drake Cutter,45,COMPLETED
TX_2873860,4904,2025-11-17 01:22:15,C1 Spirit,125,COMPLETED
TX_9471893,2256,2025-11-15 06:35:44,C1 Spirit,125,COMPLETED
TX_9902479,4840,2025-11-16 23:20:24,Gatac Syulen,80,COMPLETED
TX_9310969,4069,2025-11-15 05:59:07,C1 Spirit,125,COMPLETED
TX_2466067,4372,2025-11-20 06:01:22,C1 Spirit,125,COMPLETED
TX_9199806,3327,2025-11-18 19:43:49,Drake Cutter,45,COMPLETED
TX_4813473,3501,2025-11-16 11:44:14,C1 Spirit,125,COMPLETED
TX_4956454,2175,2025-11-20 18:06:04,Drake Cutter,45,COMPLETED
TX_9767246,4635,2025-11-20 11:16:36,Anvil Carrack,600,COMPLETED
TX_5054806,3299,2025-11-17 02:16:17,Drake Cutter,45,COMPLETED
TX_8228317,3306,2025-11-18 20:56:55,Drake Cutter,45,COMPLETED
TX_3453613,2172,2025-11-18 05:58:40,Drake Cutter,45,COMPLETED
TX_6312082,3542,2025-11-19 21:38:14,C1 Spirit,125,COMPLETED
TX_4936218,4759,2025-11-17 03:36:03,Drake Cutter,45,COMPLETED
TX_3900769,4519,2025-11-15 07:23:37,Gatac Syulen,80,COMPLETED
TX_3785616,4546,2025-11-21 11:55:57,Drake Cutter,45,COMPLETED
TX_6274956,4218,2025-11-15 13:27:21,Drake Cutter,45,COMPLETED
TX_9154982,4773,2025-11-18 05:23:54,Anvil Carrack,600,COMPLETED
TX_1116117,2375,2025-11-15 04:36:30,Drake Cutter,45,COMPLETED
TX_3724061,2946,2025-11-21 08:39:51,C1 Spirit,125,COMPLETED
TX_4756014,4744,2025-11-20 06:20:34,Gatac Syulen,80,COMPLETED
TX_5951208,2719,2025-11-17 10:51:57,C1 Spirit,125,COMPLETED
TX_9901889,4637,2025-11-20 12:53:32,Drake Cutter,45,COMPLETED
TX_3816225,3876,2025-11-18 18:32:05,Gatac Syulen,80,COMPLETED
TX_7393755,1439,2025-11-19 02:46:03,RSI Polaris,750,COMPLETED
TX_3149325,3760,2025-11-15 10:13:29,RSI Polaris,750,COMPLETED
TX_6919292,3549,2025-11-17 07:17:44,C1 Spirit,125,COMPLETED
TX_5322927,4732,2025-11-18 08:28:01,RSI Polaris,750,COMPLETED
TX_8137779,3879,2025-11-14 21:18:25,Drake Cutter,45,COMPLETED
TX_2813755,2282,2025-11-15 21:55:40,C1 Spirit,125,COMPLETED
TX_3090235,1731,2025-11-19 16:44:18,RSI Polaris,750,COMPLETED
TX_7166615,1813,2025-11-19 22:03:50,C1 Spirit,125,COMPLETED
TX_9859679,4946,2025-11-16 11:06:00,C1 Spirit,125,COMPLETED
TX_3155409,3121,2025-11-20 08:56:47,Drake Cutter,45,COMPLETED
TX_5517752,4991,2025-11-18 23:10:59,Drake Cutter,45,COMPLETED
TX_8181334,4299,2025-11-15 05:16:48,Drake Cutter,45,COMPLETED
TX_7843647,4353,2025-11-18 06:15:09,Drake Cutter,45,COMPLETED
TX_8497674,2031,2025-11-19 18:47:06,Aegis Idris-P,1500,COMPLETED
TX_4072677,3199,2025-11-16 14:38:16,Gatac Syulen,80,COMPLETED
TX_8350948,1893,2025-11-15 22:09:38,Drake Cutter,45,COMPLETED
TX_8453276,3340,2025-11-20 02:36:45,Drake Cutter,45,COMPLETED
TX_7651688,2255,2025-11-16 18:12:53,C1 Spirit,125,COMPLETED
TX_5575664,2498,2025-11-20 08:44:55,RSI Polaris,750,COMPLETED
TX_9068080,3788,2025-11-17 16:34:22,Anvil Carrack,600,COMPLETED
TX_3418051,1812,2025-11-14 13:00:55,Drake Cutter,45,COMPLETED
TX_1202692,1755,2025-11-15 06:11:10,Drake Cutter,45,COMPLETED
TX_1657825,1506,2025-11-20 03:31:15,Gatac Syulen,80,COMPLETED
TX_7517730,1422,2025-11-14 17:11:25,Drake Cutter,45,COMPLETED
TX_7989664,2908,2025-11-20 08:19:46,Drake Cutter,45,COMPLETED
TX_9251242,1559,2025-11-14 12:57:46,C1 Spirit,125,COMPLETED
TX_4884820,2310,2025-11-15 06:18:30,Drake Cutter,45,COMPLETED
TX_8970831,2792,2025-11-14 17:00:36,C1 Spirit,125,COMPLETED
TX_1974910,3461,2025-11-16 01:06:03,Drake Cutter,45,COMPLETED
TX_6497310,2544,2025-11-19 06:41:48,Drake Cutter,45,COMPLETED
TX_3613017,2580,2025-11-15 19:36:30,Drake Cutter,45,COMPLETED
TX_8920853,2221,2025-11-17 00:37:22,Gatac Syulen,80,COMPLETED
TX_3005607,2153,2025-11-19 22:48:22,Drake Cutter,45,COMPLETED
TX_3658272,2041,2025-11-19 23:45:20,C1 Spirit,125,COMPLETED
TX_1040621,4884,2025-11-18 20:17:22,C1 Spirit,125,COMPLETED
TX_3395714,4797,2025-11-16 03:44:54,Anvil Carrack,600,COMPLETED
TX_8365455,3132,2025-11-20 06:21:01,Drake Cutter,45,COMPLETED
TX_3809242,4844,2025-11-16 02:28:12,C1 Spirit,125,COMPLETED
TX_2616407,3098,2025-11-20 18:39:31,Drake Cutter,45,COMPLETED
TX_8341311,3438,2025-11-17 08:47:49,Gatac Syulen,80,COMPLETED
TX_4603624,2287,2025-11-18 02:21:02,C1 Spirit,125,COMPLETED
TX_6113411,3719,2025-11-15 09:10:11,Gatac Syulen,80,COMPLETED
TX_1017413,4311,2025-11-18 08:13:07,Gatac Syulen,80,COMPLETED
TX_2328946,1622,2025-11-15 01:43:08,Anvil Carrack,600,COMPLETED
TX_8525160,1954,2025-11-16 22:42:07,Gatac Syulen,80,COMPLETED
TX_8699490,4093,2025-11-17 04:17:36,Gatac Syulen,80,COMPLETED
TX_9018312,1518,2025-11-20 19:26:15,Gatac Syulen,80,COMPLETED
TX_2468516,3184,2025-11-20 12:47:39,Gatac Syulen,80,COMPLETED
TX_7023505,4238,2025-11-20 01:54:18,Drake Cutter,45,COMPLETED
TX_4307250,4763,2025-11-16 21:34:15,Drake Cutter,45,COMPLETED
TX_1868654,1488,2025-11-19 05:27:30,Anvil Carrack,600,COMPLETED
TX_6892852,2858,2025-11-19 21:41:11,Gatac Syulen,80,COMPLETED
TX_5877156,2386,2025-11-16 15:42:08,Drake Cutter,45,COMPLETED
TX_7680210,3104,2025-11-16 16:25:48,C1 Spirit,125,COMPLETED
TX_3062256,4826,2025-11-14 12:45:39,C1 Spirit,125,COMPLETED
TX_8880618,2730,2025-11-17 09:50:42,Gatac Syulen,80,COMPLETED
TX_5080220,3133,2025-11-20 04:07:56,Anvil Carrack,600,COMPLETED
TX_9096367,1855,2025-11-16 11:02:57,C1 Spirit,125,COMPLETED
TX_7006668,4183,2025-11-16 19:13:41,Drake Cutter,45,COMPLETED
TX_8156571,3390,2025-11-18 08:19:11,C1 Spirit,125,COMPLETED
TX_6095036,3969,2025-11-20 05:41:18,Drake Cutter,45,COMPLETED
TX_5585310,4983,2025-11-20 00:28:08,Anvil Carrack,600,COMPLETED
TX_5320855,2478,2025-11-18 15:26:30,Gatac Syulen,80,COMPLETED
TX_2201192,4053,2025-11-17 11:10:47,Drake Cutter,45,COMPLETED
TX_5770752,1308,2025-11-17 15:15:34,Gatac Syulen,80,COMPLETED
TX_2172044,4466,2025-11-16 13:48:58,Gatac Syulen,80,COMPLETED
TX_4855031,2003,2025-11-15 13:00:06,Drake Cutter,45,COMPLETED
TX_6029165,1468,2025-11-15 17:11:38,Drake Cutter,45,COMPLETED
TX_4376679,1091,2025-11-20 23:17:18,Gatac Syulen,80,COMPLETED
TX_6672077,3331,2025-11-15 00:28:49,Drake Cutter,45,COMPLETED
TX_6730607,3388,2025-11-21 07:16:55,C1 Spirit,125,COMPLETED
TX_6135757,2683,2025-11-16 18:13:22,Drake Cutter,45,COMPLETED
TX_2966339,2791,2025-11-15 16:37:32,Anvil Carrack,600,COMPLETED
TX_9386227,3282,2025-11-15 02:02:02,Drake Cutter,45,COMPLETED
TX_3382627,4354,2025-11-18 14:52:35,Drake Cutter,45,COMPLETED
TX_3204398,3425,2025-11-16 01:46:51,Anvil Carrack,600,COMPLETED
TX_9853052,4259,2025-11-19 03:53:36,Aegis Idris-P,1500,COMPLETED
TX_9491067,1516,2025-11-19 00:00:37,C1 Spirit,125,COMPLETED
TX_5922612,4043,2025-11-20 15:13:37,Gatac Syulen,80,COMPLETED
TX_4020035,3864,2025-11-21 02:00:00,Gatac Syulen,80,COMPLETED
TX_2247319,1209,2025-11-15 22:31:15,Drake Cutter,45,COMPLETED
TX_4160648,3180,2025-11-20 14:11:04,Gatac Syulen,80,COMPLETED
TX_7257400,3437,2025-11-16 14:17:42,Drake Cutter,45,COMPLETED
TX_8320514,4901,2025-11-14 16:22:08,C1 Spirit,125,COMPLETED
TX_6509995,1407,2025-11-15 05:57:12,C1 Spirit,125,COMPLETED
TX_1781099,3348,2025-11-18 17:42:13,Gatac Syulen,80,COMPLETED
TX_1405080,4250,2025-11-20 14:26:33,Anvil Carrack,600,COMPLETED
TX_1374676,4243,2025-11-16 06:53:58,Gatac Syulen,80,COMPLETED
TX_3397837,2270,2025-11-18 16:38:31,C1 Spirit,125,COMPLETED
TX_1107961,4558,2025-11-21 03:57:48,Gatac Syulen,80,COMPLETED
TX_7562545,2939,2025-11-16 02:53:38,Gatac Syulen,80,COMPLETED
TX_9494567,4900,2025-11-18 19:03:12,C1 Spirit,125,COMPLETED
TX_7808974,4869,2025-11-19 22:50:28,Gatac Syulen,80,COMPLETED
TX_9763333,3410,2025-11-20 20:15:34,C1 Spirit,125,COMPLETED
TX_9430746,4134,2025-11-15 11:44:30,Drake Cutter,45,COMPLETED
TX_5951734,4083,2025-11-15 00:19:28,Drake Cutter,45,COMPLETED
TX_9598126,3755,2025-11-17 22:19:30,Gatac Syulen,80,COMPLETED
TX_8602788,2441,2025-11-15 21:07:01,Drake Cutter,45,COMPLETED
TX_7777536,3442,2025-11-20 04:17:10,Drake Cutter,45,COMPLETED
TX_5367957,3730,2025-11-18 23:05:33,RSI Polaris,750,COMPLETED
TX_1469957,4236,2025-11-17 16:40:17,Anvil Carrack,600,COMPLETED
TX_7971889,1616,2025-11-18 06:57:28,Gatac Syulen,80,COMPLETED
TX_7560765,4327,2025-11-15 20:36:29,Gatac Syulen,80,COMPLETED
TX_2350025,2650,2025-11-21 02:43:13,Gatac Syulen,80,COMPLETED
TX_3570056,3439,2025-11-21 03:51:53,Drake Cutter,45,COMPLETED
TX_8717175,3128,2025-11-18 19:30:29,C1 Spirit,125,COMPLETED
TX_7789549,1473,2025-11-16 19:25:16,Drake Cutter,45,COMPLETED
TX_1664439,4383,2025-11-19 23:56:08,Drake Cutter,45,COMPLETED
TX_8074914,4621,2025-11-21 02:37:25,Drake Cutter,45,COMPLETED
TX_6759803,4515,2025-11-15 19:15:35,C1 Spirit,125,COMPLETED
TX_8513158,4767,2025-11-14 22:13:00,Drake Cutter,45,COMPLETED
TX_7736499,2021,2025-11-19 11:35:02,C1 Spirit,125,COMPLETED
TX_2083443,2287,2025-11-21 02:00:00,Gatac Syulen,80,COMPLETED
TX_5853242,2524,2025-11-15 07:29:10,Drake Cutter,45,COMPLETED
TX_1363332,4558,2025-11-16 02:52:48,Drake Cutter,45,COMPLETED
TX_4806515,1305,2025-11-18 00:18:44,Gatac Syulen,80,COMPLETED
TX_1733087,2431,2025-11-14 20:49:32,C1 Spirit,125,COMPLETED
TX_1023209,1593,2025-11-17 22:41:40,Anvil Carrack,600,COMPLETED
TX_1007744,2752,2025-11-19 00:26:12,Drake Cutter,45,COMPLETED
TX_1938172,3045,2025-11-21 10:56:32,Drake Cutter,45,COMPLETED
TX_5332090,2275,2025-11-19 11:18:48,C1 Spirit,125,COMPLETED
TX_5139682,2985,2025-11-16 14:26:23,Anvil Carrack,600,COMPLETED
TX_2728024,3265,2025-11-19 12:34:29,Gatac Syulen,80,COMPLETED
TX_9237611,3778,2025-11-18 22:18:08,C1 Spirit,125,COMPLETED
TX_3556740,2578,2025-11-19 02:38:47,Gatac Syulen,80,COMPLETED
TX_5663320,1183,2025-11-16 02:09:13,Gatac Syulen,80,COMPLETED
TX_5787688,2157,2025-11-15 15:00:24,C1 Spirit,125,COMPLETED
TX_1645909,4153,2025-11-19 08:31:58,C1 Spirit,125,COMPLETED
TX_3462536,4474,2025-11-14 18:51:29,Gatac Syulen,80,COMPLETED
TX_3402877,1467,2025-11-18 02:33:17,Gatac Syulen,80,COMPLETED
TX_7806883,1611,2025-11-14 15:28:14,Drake Cutter,45,COMPLETED
TX_4213613,1873,2025-11-16 01:44:56,Drake Cutter,45,COMPLETED
TX_6583930,1341,2025-11-18 16:24:32,Gatac Syulen,80,COMPLETED
TX_5450258,1897,2025-11-15 07:04:50,Drake Cutter,45,COMPLETED
TX_2354666,2205,2025-11-15 13:26:10,Drake Cutter,45,COMPLETED
TX_8577389,4926,2025-11-20 23:13:11,Anvil Carrack,600,COMPLETED
TX_6749374,4288,2025-11-20 16:53:14,Gatac Syulen,80,COMPLETED
TX_8177522,3146,2025-11-17 15:18:30,Gatac Syulen,80,COMPLETED
TX_6233712,2391,2025-11-14 16:28:44,Drake Cutter,45,COMPLETED
TX_7348906,1261,2025-11-21 08:57:34,C1 Spirit,125,COMPLETED
TX_8924774,2587,2025-11-19 06:17:04,Drake Cutter,45,COMPLETED
TX_7582742,1234,2025-11-16 04:17:07,Drake Cutter,45,COMPLETED
TX_7613723,1406,2025-11-17 12:43:41,Gatac Syulen,80,COMPLETED
TX_6522854,3386,2025-11-18 07:34:31,C1 Spirit,125,COMPLETED
TX_1516245,1939,2025-11-19 18:25:06,Gatac Syulen,80,COMPLETED
TX_6074473,1313,2025-11-20 07:46:23,Gatac Syulen,80,COMPLETED
TX_2327517,1980,2025-11-19 06:53:36,C1 Spirit,125,COMPLETED
TX_1848095,3115,2025-11-21 09:55:12,Drake Cutter,45,COMPLETED
TX_1557756,3086,2025-11-18 13:02:08,Drake Cutter,45,COMPLETED
TX_4740391,4714,2025-11-19 12:55:02,Drake Cutter,45,COMPLETED
TX_6538024,1043,2025-11-19 06:24:22,Drake Cutter,45,COMPLETED
TX_3202802,1450,2025-11-19 14:46:08,Gatac Syulen,80,COMPLETED
TX_7323547,2410,2025-11-17 15:09:22,Drake Cutter,45,COMPLETED
TX_9820584,1284,2025-11-18 16:08:22,Drake Cutter,45,COMPLETED
TX_3447693,2851,2025-11-20 07:53:50,Drake Cutter,45,COMPLETED
TX_6562561,4475,2025-11-18 09:26:56,Drake Cutter,45,COMPLETED
TX_7494846,2113,2025-11-18 08:39:21,C1 Spirit,125,COMPLETED
TX_3648567,2723,2025-11-15 18:53:39,RSI Polaris,750,COMPLETED
TX_8049183,3667,2025-11-19 11:53:18,Aegis Idris-P,1500,COMPLETED
TX_5438219,4172,2025-11-16 14:23:29,C1 Spirit,125,COMPLETED
TX_5632097,2246,2025-11-20 08:11:25,Drake Cutter,45,COMPLETED
TX_4301916,1676,2025-11-15 20:14:16,Drake Cutter,45,COMPLETED
TX_1463967,4785,2025-11-16 06:30:38,Anvil Carrack,600,COMPLETED
TX_3706655,1954,2025-11-16 19:38:17,C1 Spirit,125,COMPLETED
TX_4800908,3340,2025-11-19 08:33:05,Drake Cutter,45,COMPLETED
TX_5134420,1556,2025-11-20 22:12:45,C1 Spirit,125,COMPLETED
TX_3279264,1268,2025-11-20 15:57:27,Gatac Syulen,80,COMPLETED
TX_1948775,2790,2025-11-19 15:21:05,C1 Spirit,125,COMPLETED
TX_6289714,3440,2025-11-20 07:50:48,C1 Spirit,125,COMPLETED
TX_5415005,4617,2025-11-18 09:26:07,C1 Spirit,125,COMPLETED
TX_8169678,2517,2025-11-19 22:12:36,Drake Cutter,45,COMPLETED
TX_7628140,4032,2025-11-20 15:47:35,C1 Spirit,125,COMPLETED
TX_2387032,2741,2025-11-15 06:45:11,Drake Cutter,45,COMPLETED
TX_4861088,2825,2025-11-18 01:39:10,C1 Spirit,125,COMPLETED
TX_3283854,4110,2025-11-18 05:06:24,Drake Cutter,45,COMPLETED
TX_1614225,1598,2025-11-19 01:47:11,C1 Spirit,125,COMPLETED
TX_8720921,2995,2025-11-20 11:50:24,C1 Spirit,125,COMPLETED
TX_3569920,1833,2025-11-20 07:42:03,Anvil Carrack,600,COMPLETED
TX_1206821,4658,2025-11-14 19:19:09,C1 Spirit,125,COMPLETED
TX_8858186,2338,2025-11-20 15:10:59,Drake Cutter,45,COMPLETED
TX_6296002,1232,2025-11-20 04:42:56,C1 Spirit,125,COMPLETED
TX_3740384,3506,2025-11-20 02:34:36,Anvil Carrack,600,COMPLETED
TX_1977842,3970,2025-11-18 05:10:42,Gatac Syulen,80,COMPLETED
TX_5496378,3125,2025-11-20 16:51:48,C1 Spirit,125,COMPLETED
TX_6630922,1082,2025-11-19 18:09:43,Drake Cutter,45,COMPLETED
TX_8783958,4925,2025-11-19 21:08:20,Drake Cutter,45,COMPLETED
TX_9396325,2076,2025-11-17 19:53:22,Drake Cutter,45,COMPLETED
TX_8836698,2350,2025-11-16 23:40:06,Gatac Syulen,80,COMPLETED
TX_8888631,3741,2025-11-16 13:35:52,C1 Spirit,125,COMPLETED
TX_6657671,2703,2025-11-15 20:58:00,Drake Cutter,45,COMPLETED
TX_3254925,3707,2025-11-14 21:15:03,Drake Cutter,45,COMPLETED
TX_6314097,4498,2025-11-16 14:10:33,Gatac Syulen,80,COMPLETED
TX_6797152,3008,2025-11-16 07:25:13,Gatac Syulen,80,COMPLETED
TX_2851518,4550,2025-11-21 03:29:11,Anvil Carrack,600,COMPLETED
TX_7333121,3485,2025-11-17 17:46:37,Gatac Syulen,80,COMPLETED
TX_6641590,2995,2025-11-21 07:38:46,Gatac Syulen,80,COMPLETED
TX_4323761,1561,2025-11-16 05:47:36,Drake Cutter,45,COMPLETED
TX_6201538,3074,2025-11-16 01:31:52,Anvil Carrack,600,COMPLETED
TX_5859547,2130,2025-11-15 02:02:32,C1 Spirit,125,COMPLETED
TX_9842499,2661,2025-11-16 14:49:03,Drake Cutter,45,COMPLETED
TX_5280426,3312,2025-11-18 14:10:07,Anvil Carrack,600,COMPLETED
TX_9268990,1399,2025-11-19 18:27:58,Gatac Syulen,80,COMPLETED
TX_1044745,3805,2025-11-20 21:22:32,Drake Cutter,45,COMPLETED
TX_3642237,4832,2025-11-16 02:43:28,Anvil Carrack,600,COMPLETED
TX_7231346,2757,2025-11-15 00:50:15,Drake Cutter,45,COMPLETED
TX_5438502,2076,2025-11-14 23:12:39,C1 Spirit,125,COMPLETED
TX_3371791,4044,2025-11-20 20:52:46,Gatac Syulen,80,COMPLETED
TX_1521776,2580,2025-11-17 04:24:27,C1 Spirit,125,COMPLETED
TX_8592888,1323,2025-11-20 13:35:59,Drake Cutter,45,COMPLETED
TX_4297899,3534,2025-11-17 17:21:39,Drake Cutter,45,COMPLETED
TX_2820455,2811,2025-11-15 22:37:28,Drake Cutter,45,COMPLETED
TX_7281749,3534,2025-11-21 10:25:04,C1 Spirit,125,COMPLETED
TX_4714954,3527,2025-11-16 15:48:31,Gatac Syulen,80,COMPLETED
TX_8205715,2662,2025-11-20 02:28:58,Drake Cutter,45,COMPLETED
TX_1674302,2186,2025-11-15 16:16:25,Drake Cutter,45,COMPLETED
TX_1699726,4781,2025-11-18 16:50:05,Drake Cutter,45,COMPLETED
TX_4272339,1030,2025-11-16 19:07:32,C1 Spirit,125,COMPLETED
TX_3553605,2578,2025-11-18 14:56:38,Drake Cutter,45,COMPLETED
TX_6948088,2098,2025-11-16 15:49:55,C1 Spirit,125,COMPLETED
TX_2109137,3234,2025-11-20 03:51:50,Drake Cutter,45,COMPLETED
TX_2656508,4803,2025-11-20 23:16:59,C1 Spirit,125,COMPLETED
TX_4503523,4664,2025-11-20 17:24:21,Drake Cutter,45,COMPLETED
TX_2961401,2837,2025-11-17 17:02:19,Drake Cutter,45,COMPLETED
TX_1918624,4056,2025-11-16 23:15:16,Drake Cutter,45,COMPLETED
TX_9755097,4327,2025-11-18 23:40:57,Gatac Syulen,80,COMPLETED
TX_1145404,3581,2025-11-17 13:37:25,RSI Polaris,750,COMPLETED
TX_6699476,4318,2025-11-17 21:54:43,C1 Spirit,125,COMPLETED
TX_3596250,1183,2025-11-20 10:51:15,C1 Spirit,125,COMPLETED
TX_9205936,4755,2025-11-15 15:17:33,Drake Cutter,45,COMPLETED
TX_9239200,4640,2025-11-17 14:49:38,Anvil Carrack,600,COMPLETED
TX_3422998,3801,2025-11-20 21:10:19,Gatac Syulen,80,COMPLETED
TX_6850471,1146,2025-11-19 18:18:46,C1 Spirit,125,COMPLETED
TX_1234550,1901,2025-11-20 04:50:41,C1 Spirit,125,COMPLETED
TX_1057643,3350,2025-11-15 07:03:55,Drake Cutter,45,COMPLETED
TX_5459886,4597,2025-11-16 00:32:29,RSI Polaris,750,COMPLETED
TX_8305266,1533,2025-11-16 00:43:00,Anvil Carrack,600,COMPLETED
TX_8952375,3958,2025-11-16 12:12:37,C1 Spirit,125,COMPLETED
TX_1089477,3100,2025-11-17 18:03:09,Drake Cutter,45,COMPLETED
TX_6760817,1849,2025-11-21 10:13:29,Gatac Syulen,80,COMPLETED
TX_4575295,4579,2025-11-18 02:08:13,Gatac Syulen,80,COMPLETED
TX_4452176,4608,2025-11-19 13:37:11,C1 Spirit,125,COMPLETED
TX_9510773,1951,2025-11-20 00:08:39,Gatac Syulen,80,COMPLETED
TX_5196398,2422,2025-11-17 11:21:44,Gatac Syulen,80,COMPLETED
TX_7145280,2312,2025-11-19 12:24:29,Drake Cutter,45,COMPLETED
TX_7970414,1116,2025-11-20 03:05:12,Drake Cutter,45,COMPLETED
TX_2726947,1724,2025-11-15 10:01:48,RSI Polaris,750,COMPLETED
TX_1849363,1857,2025-11-14 16:28:38,Gatac Syulen,80,COMPLETED
TX_3938950,3237,2025-11-17 22:20:56,C1 Spirit,125,COMPLETED
TX_2432047,2610,2025-11-15 04:54:21,Drake Cutter,45,COMPLETED
TX_7986324,3424,2025-11-15 06:53:36,Drake Cutter,45,COMPLETED
TX_6329473,3759,2025-11-17 03:09:39,C1 Spirit,125,COMPLETED
TX_2581728,1760,2025-11-20 05:02:45,Drake Cutter,45,COMPLETED
TX_9754145,3982,2025-11-16 21:37:57,Drake Cutter,45,COMPLETED
TX_8818259,3409,2025-11-18 02:31:46,RSI Polaris,750,COMPLETED
TX_6026400,1035,2025-11-20 19:28:09,Gatac Syulen,80,COMPLETED
TX_8943740,4202,2025-11-16 21:18:24,C1 Spirit,125,COMPLETED
TX_9865027,4707,2025-11-14 15:51:17,Drake Cutter,45,COMPLETED
TX_9507153,1531,2025-11-16 23:40:02,Drake Cutter,45,COMPLETED
TX_7098265,4837,2025-11-20 15:32:15,Anvil Carrack,600,COMPLETED
TX_6384111,2776,2025-11-20 13:40:52,Drake Cutter,45,COMPLETED
TX_8666895,3257,2025-11-16 00:26:25,Drake Cutter,45,COMPLETED
TX_1829652,4805,2025-11-17 07:25:33,C1 Spirit,125,COMPLETED
TX_2462550,1332,2025-11-17 05:32:48,Drake Cutter,45,COMPLETED
TX_3014356,1303,2025-11-17 11:24:28,Drake Cutter,45,COMPLETED
TX_4779766,4266,2025-11-16 13:48:11,Drake Cutter,45,COMPLETED
TX_1377862,3277,2025-11-17 05:59:07,Drake Cutter,45,COMPLETED
TX_1241144,2537,2025-11-16 10:56:39,Drake Cutter,45,COMPLETED
TX_1716554,4225,2025-11-17 12:43:24,Drake Cutter,45,COMPLETED
TX_3861414,2600,2025-11-18 22:32:48,Drake Cutter,45,COMPLETED
TX_5317736,1318,2025-11-16 22:45:19,RSI Polaris,750,COMPLETED
TX_3178465,4640,2025-11-20 18:48:30,Gatac Syulen,80,COMPLETED
TX_8461455,3822,2025-11-17 02:06:06,Anvil Carrack,600,COMPLETED
TX_8827608,1500,2025-11-18 03:48:36,Drake Cutter,45,COMPLETED
TX_6037357,2483,2025-11-18 22:05:25,Drake Cutter,45,COMPLETED
TX_5301326,2355,2025-11-16 13:25:59,Anvil Carrack,600,COMPLETED
TX_7896693,2525,2025-11-18 06:55:47,Anvil Carrack,600,COMPLETED
TX_7038570,2569,2025-11-19 07:21:16,RSI Polaris,750,COMPLETED
TX_6102487,4444,2025-11-17 15:34:04,Anvil Carrack,600,COMPLETED
TX_6177262,2856,2025-11-17 05:50:50,Gatac Syulen,80,COMPLETED
TX_5076012,1282,2025-11-20 07:31:54,Gatac Syulen,80,COMPLETED
TX_1642294,1062,2025-11-17 12:22:20,Gatac Syulen,80,COMPLETED
TX_4975796,3043,2025-11-18 19:27:45,Drake Cutter,45,COMPLETED
TX_1546614,1102,2025-11-19 04:29:47,Gatac Syulen,80,COMPLETED
TX_5245993,4009,2025-11-14 23:15:24,Drake Cutter,45,COMPLETED
TX_6340936,4012,2025-11-17 15:28:00,C1 Spirit,125,COMPLETED
TX_6071038,1106,2025-11-20 22:46:56,Drake Cutter,45,COMPLETED
TX_4398665,3332,2025-11-20 08:12:31,RSI Polaris,750,COMPLETED
TX_1629705,3648,2025-11-14 20:15:26,Drake Cutter,45,COMPLETED
